entry	HITS	KUDOS	TAGS	ID_NUMBER	TEXT	TITLE	WORDCOUNT	MAINTAG	SUMMARY	COMMENTS	DATE	BOOKMARKS
175	308	32	No Archive Warnings Apply,M/M,Sherlock (TV),Mycroft Holmes/Greg Lestrade,Mycroft Holmes,Greg Lestrade,Nightmares,Emotional Hurt/Comfort,	17591837	All my love,  Greg &lt;3     Mycroft woke with a start, tears streaming down his face. He felt something move beside him, and he was pulled into another body.  He felt a kiss be placed on his temple.  'Hey love, nightmare?' Greg said.  Greg said.     Mycroft sniffed, 'Greg?' He whispered, unbelieving.  'Yep, it's Greg. What's wrong gorgeous?'  'Nightmare. Remember when you got shot? You didn't make it.' Mycroft choked out before dissolving into tears, burying his face into Greg's chest.  Greg was quiet for a minute, rubbing Mycroft's back. Allowing him to be comforted in the steady rise and fall of his chest as he breathed. Then he spoke.  'Look,' Greg unbuttoned his shirt and placed Mycroft's hand on his chest, directly over his heart. 'Still beating, still going strong. I didn't die, Myc. I'm okay, I retired right after. You don't have to worry.'  Greg continued to whisper into Mycroft's ear long after he fell back to sleep. Then he spent the next day showering Myc in love.  He deserved it.	Alt. Ending 'Sad Song'	171	Teen And Up Audiences	What if... it never happened.  Read 'Sad Song' before this so it makes sense.	5	2019-01-29	0
176	231	17	No Archive Warnings Apply,M/M,Lucifer (TV),Lucifer Morningstar/Marcus Pierce,Lucifer Morningstar (Lucifer TV),Marcus Pierce,Introspection,Suicidal Thoughts,	17590583	Every time they're alone with each other, Lucifer asks Pierce what he desires. 'To die,' Pierce always answers. Lucifer's power is hard to resist, but it does require eye contact. When Lucifer turns his gaze on him, Pierce studies the deep brown of his eyes to hide the fact that he's lying. Pierce wouldn't mind dying, but it isn't what he desires. He just doesn't want to be  alone.  Finally leaving this wretched planet would accomplish that, at least. It might be the only way. If Lucifer is hurt or bothered by Pierce's insistence on seeking death, he says nothing.	Repetition	100	Teen And Up Audiences	Pierce is impenetrable.	4	2019-01-29	0
177	3	0	No Archive Warnings Apply,Gen,Original Work,Poetry,not much else here,i&#39;ve got lots of poems on the mind,darker than my usual,	17590379	Breathing.  It takes so much time,  So much effort,  Just to push and pull little slices of air into these lungs.  Breathing.  Some days it hurts To breathe,  To feel,  To remember things best left buried.  Breathing.  Shallow breaths until you have no choice but to do otherwise.  A deep breath, then shallow again.  Breathing.  Sometimes you can hear your thoughts,  Sometimes you can drown them out.  Breathing.  In, out.  In, out.  In.  It takes four more steps before your lungs start burning.  Out.  Breathing.  Submerge yourself in water,  Hold your breath as long as you can.  The water is quiet.   You break the surface and gasp,  Racing towards light.  Breathing.  In, out.  In, out.  A deep breath, then shallow again.  Keep breathing, I tell you.  Keep breathing.	Breathe	128	Teen And Up Audiences	keep breathing	0	2019-01-29	0
178	29	7	No Archive Warnings Apply,Gen,Chronicles of Narnia - C. S. Lewis,Chronicles of Narnia - All Media Types,Chronicles of Narnia (Movies),Lucy Pevensie &amp; Dryads,Lucy Pevensie,Dryads (Narnia),narnia rots and dies and the dryads yearn for their youngest queen,	17589935	1. I wish I was         made of sawdust and silk      of porcelain smiles         and a curse behind my teeth        I wish I was         a laughing burst of blossoms      like I was when I was new         and Narnia a child, still.    2. My Queen, can you not see         us, rotting beneath your feet?      My Queen, can you not hear         us, groaning under your fingertips?      My Queen, can you not feel         our sprouts, our blossoms        Yearning for you         to come back home.    3. Mother Winds, what are we now         your song in our bark      our trees so still         so beautiful             defenseless, useless things?        Mother Winds, what have you heard      of Kings and Queens      and this land, hollow         Is it breathing again?    4. There!         There!             There!      Look! (Can you see her?)      Can you see her golden hair         the awe in her bones?      She smells of Spare Oom, still         but oh, come on, come on      and wake your trees and your loves         the Valiant Queen is back      in our Narnia.	My Queen	166	Teen And Up Audiences	1. I wish I was        made of sawdust and silk     of porcelain smiles        and a curse behind my teeth	0	2019-01-29	1
179	280	24	No Archive Warnings Apply,M/M,Lucifer (TV),Lucifer Morningstar/Marcus Pierce,Lucifer Morningstar (Lucifer TV),Marcus Pierce,Chloe Decker,Ella Lopez,Morning After,sex and failed murder-suicide are all well and good but they still have to go to work,Possessive Pierce,Innuendo,	17589386	They walk into the precinct together the next morning. Ella wolf-whistles, and Chloe gives them both a long, searching look, but she says nothing. There's a bruise on Lucifer's neck. Not a hickey, but a thumbprint, from Pierce's hand pushing him down on the bed. It's nearly hidden by his collar, but everyone's eyes go to it anyway. Pierce catches himself putting a possessive hand on Lucifer's back when one of the junior officers raises their eyebrows at him. Lucifer seems delighted. I'm fucked,  Pierce mutters. Only if you want to be,  Lucifer answers, and Pierce chokes on his coffee.	Return	100	Teen And Up Audiences	"No men are an island. For the Lucifer Bingo prompt ""precinct"""	4	2019-01-29	0
180	109	14	Major Character Death,M/M,Supernatural,Gabriel/Sam Winchester,Sam Winchester,Gabriel (Supernatural),technically there is no death?,First Published Work,Don&#39;t Try This At Home,what have I done?,What Was I Thinking?,Smut,Angst?,WTF did I just write?,i am confusion,I Ship It,I Wrote This Instead of Sleeping,Fire,Plot? What Plot?,Gabriel/Sam Winchester - Freeform,Author Is Sleep Deprived,this is what happens when i am sleep deprived apparently,The Author Regrets (almost) Nothing,Amazing,Why is the Rum Gone?,Did Our Duty For Archive And Fandom,fuck yeah,:ok_hand:,	17589164	---  Sam and Gabe did the smooch and Gabe was like 'ohmydad youre so hawt, sammyyy' and Sam was like  And they did the dirty and then Sam woke up and was like 'why is le red stuff on my face? Is there a leak? Why is stuuff dripping on meee?'	Sabriel is so hawt	140	Teen And Up Audiences	...idek, fam. Sam thinks Gabe is hawt af. Based off Sam's past relationships, this ending is predictable/inevitable.	5	2019-01-29	1
181	135	0	No Archive Warnings Apply,Zootopia (2016),The Avengers (Marvel Movies),Nick Wilde,Judy Hopps,#Thanosdidnothingwrong,Drabble,	17589059	"""Judy, we need to talk."" He came into her apartment after deciding to confront her with what he saw.  ""What's up?"" she asked, cheerful as usual.  ""How can you of all mammals believe that Thanos did nothing wrong?""  ""His desires were utilitarian. He worked for the good of all even though no one understood.""  ""Utilitarian,"" Nick uttered the word with disdain. ""Do you realize how horrible that word is?""  ""What's wrong with it?""  ""A world with ninety percent prey, ten percent predators."" He hoped Judy would rationalize it on her own. ""It was also a comment on bunnies and Bunnyburrow."""	A Matter of Morals	100	Teen And Up Audiences	Nick is visibly disturbed when he learns that Judy joined an online cult. Not only was it popular, but many mammals believed the villain did nothing wrong! #Thanosdidnothingwrong	3	2019-01-29	0
182	22	2	Major Character Death,Total Drama (Cartoon),ezekiel/dying,duncan/a fucking disease known as rabies,Ezekiel (Total Drama),Duncan (Total Drama),Rabid squirrel,shitpost,Rabies,	17580521	"hey gusy its me XxDuncanFuckerxX uwuwuwu today iM PosTIng ezekiel dying fanfiction yayaayayay!!!     ezekiel walked up to mr. duncan who was doing some totally illegal things like murdering gwen !!! he say to the duncans ""hello eh why are you doing this mr. doncen""   the duncin repliess saying ""fuck you shithead im playing fortnite""  then they had an epic fight and ezekiel did the fusion dance with a rabid squirrel so he could give duncan rabies but unfortunately the dunacan was rabiosexual so he just jerked off to having rabies and then the rabjes ezekiel had while fused with squirrel killed him  ""this is so sad alexa play fortnitecito"" the wild duncan said as he also died from rabies."	Ezekiel dies	118	Teen And Up Audiences	ok so basically ezekiel dies	1	2019-01-28	0
183	10	0	Major Character Death,F/F,Other,방탄소년단 | Bangtan Boys | BTS,Inspired by Music,Suicide,Implied/Referenced Suicide,Angst,this is gay,Depression,References to Depression,Death,Sad Ending,its not hetero,	17575862	it doesnt matter how much you love someone, they'll leave you broken anyways.  i remember the last song i heard before her death. that was the last song i listened to as myself.	song request	151	Teen And Up Audiences	love leaves you	0	2019-01-28	0
184	702	107	No Archive Warnings Apply,Gen,Critical Role (Web Series),Nott &amp; Caleb Widogast,Caleb Widogast,Nott (Critical Role),Fluff and Angst,Implied/Referenced Self-Harm,Implied/Referenced Torture,I wrote this pretty quickly after episode 49,but it&#39;s set at some ambiguous time before then,Double Drabble,Character Study,	17571761	'You shouldn't do it on your arms,' says a voice over his shoulder, and he turns to see Nott, standing there.  He doesn't unwrap the bandages around his arms often, but he is trying to be cleaner, and they get so dirty. He does not like seeing his arms, seeing his scars. He likes others seeing them even less.  Hearing her, he freezes up, tries to hide it, and she looks sad, looks sympathetic.  'It's dangerous, doing it close to your wrist,' she continues, 'and it's harder to hide. You shouldn't do it at all, but if you are-your legs,' she tells him.  'These scars are old,' he tells her, and he can see the tension lessen on her face. 'Have you-'  'My scars are old, too,' she tells him, and they stand there, somewhat awkwardly, for a few moments.'You don't have to hide them,' she adds. 'We all have scars. And I think they would understand.'  'I know,' he says. 'I cover them because I do not want the reminder.'  She hugs him, tightly, and, after a few moments, he hugs her back.  'You're very brave,' she tells him. 'You're very strong.'  He doesn't say anything in return.	Scars	200	Teen And Up Audiences	Nott sees something Caleb didn't want her to.	4	2019-01-28	1
185	267	23	No Archive Warnings Apply,M/M,Lucifer (TV),Lucifer Morningstar/Marcus Pierce,Lucifer Morningstar (Lucifer TV),Marcus Pierce,Vulnerability,the &quot;we create our own realities&quot; theory,Twisted and Fluffy Feelings,Love Confessions,	17569658	Pierce pushes Lucifer up against the glass door of the balcony, pinning him there with the weight of his body. They're close enough to each other that Pierce can feel Lucifer's heartbeat, see the faint sheen of emotion in his eyes. 'Why?' Pierce breathes. Lucifer doesn't even pretend to not understand. He closes his eyes, tipping his head back against the glass. 'While I was making mincemeat out of you, I cut my thumb, and it bled.' 'That doesn't make sense.' Pierce growls. 'I don't love you.' 'It's the other way around,' Lucifer says, like a confession, like a prayer.	Vulnerable	100	Teen And Up Audiences	What comes next.	6	2019-01-27	1
186	139	10	No Archive Warnings Apply,M/M,K (Anime),Fushimi Saruhiko/Yata Misaki,Fushimi Saruhiko,Yata Misaki,Drabble,Post-Canon Roommates,Nudity,	17569478	"""Aaaaaaah!"" A stream of rather flustered swearing followed the startled shout, and Saruhiko groggily blinked open his eyes as he woke.  Misaki had his hands over his face and was red as a beet. ""Put some damn clothes on!""  A shirt and uniform jacket hit Saruhiko in the head. ""Ow.""  Put some clothes on… Slowly, he remembered he'd come in late last night, thoroughly exhausted, pulled off his uniform, and collapsed on the couch without making it to his bedroom. And Yata was predictably overreacting.  ""Virgin,"" Saruhiko muttered.  Yata sputtered. The uniform pants hit too. ""You didn't even wear underwear!"""	The Buff	100	Teen And Up Audiences	Misaki had his hands over his face and was red as a beet.	0	2019-01-27	0
187	256	20	No Archive Warnings Apply,M/M,Lucifer (TV),Lucifer Morningstar/Marcus Pierce,Lucifer Morningstar (Lucifer TV),Marcus Pierce,Twisted and Fluffy Feelings,Slash,Angst,lucifer has feelings and he doesn&#39;t know what to do about them,they&#39;re both very tired and very lonely,Not Canon Compliant,	17567288	'Maybe it's not about how. The… killing, I mean.' Lucifer sets his glass down as he speaks, not making eye contact. He enfolds Pierce's hand in both of his. Something cracks open in Pierce's chest. 'Maybe it's about why.' 'Lucifer...' Pierce begins. 'You might be right, Cain,' Lucifer whispers. 'Maybe I'm not a man of my word after all.' Pierce doesn't speak. He should be disappointed, but something else overpowers it, surging up through the crack Lucifer's tenderness made. 'See… I don't want to kill you.' Lucifer kisses him, soft and tender. Pierce— Cain —closes his eyes and stops fighting.	Connection	100	Teen And Up Audiences	The effect.	2	2019-01-27	1
188	245	18	No Archive Warnings Apply,M/M,Lucifer (TV),Lucifer Morningstar/Marcus Pierce,Lucifer Morningstar (Lucifer TV),Marcus Pierce,pierce has feelings and he&#39;s not happy about it,technically this is where i stop being canon compliant but it&#39;s not a full-fledged au yet,Twisted and Fluffy Feelings,(twisted and fluffy feelings is the perfect tag for this),	17567105	It's nighttime again, and they're standing on the balcony.  There are rumors spreading about the two of them, about the time they're spending together. Chloe, and everyone else, keeps giving them sideways looks.  Lucifer clearly doesn't mind. He revels in being the center of attention.  He'd never confess aloud, but Pierce can admit to himself that he's starting to enjoy it too. Now he's known for something other than his judgement.  It's Lucifer who reaches out, finding Pierce's hand and lacing their fingers together, tracing his thumb over the band of skin where the ring was.  But Pierce holds on.	Engagement	100	Teen And Up Audiences	The cause.	2	2019-01-27	1
189	48	2	No Archive Warnings Apply,Other,Buffy the Vampire Slayer (TV),	17567081	They fuck. It's what they do. Sometimes once a year. Sometimes more. It depends on the urge and the apocalypse du jour. They don't talk. Just focus on skin and sweat and sex. And if one or other contemplates a softer touch or tenderness they never say. They have lost the capacity for words. Bereaved and broken like brittle bones It's nowhere near love. It's far too late for that. But once a year, sometimes more, they turn, one to the other. And grief seems less heavy for a moment, before they turn again to battle demons not their own.	Drabble: Words Unspoken	100	Teen And Up Audiences	It's years since Sunnydale imploded, but survivors find comfort where they can.	0	2019-01-27	0
190	239	17	No Archive Warnings Apply,M/M,Lucifer (TV),Lucifer Morningstar/Marcus Pierce,Lucifer Morningstar (Lucifer TV),Marcus Pierce,Aftermath of Violence,still mostly canon,i would say this is &quot;i promise i don&#39;t ship them&quot; part four but i accidentally kinda do,damn fake marriage episode,Feelings,Angst,	17566805	Pierce wakes up to the sound of piano music.  He rolls onto his side, retching. He can feel his internal organs rebuilding themselves. It's uncomfortable, but he isn't dead.  Lucifer is playing piano. He's shed his jacket, and the silk lining of his waistcoat catches the city lights outside the window.  'I thought it had worked for a while there,' Lucifer murmurs, and there's something in his voice that Pierce doesn't want to think about. 'Better luck next time, I suppose.'  Pierce suspects that the acid he drank isn't the reason for the lump in his throat he can't swallow.	Sweet Music	100	Teen And Up Audiences	They understand each other. Given their goal, that may be a problem.	2	2019-01-27	1
191	93	14	No Archive Warnings Apply,Gen,Supernatural,Dean Winchester,Sam Winchester,Castiel (Supernatural),Mary Winchester,Bobby Singer,Jack Kline,Donna Hanscum,Charlie Bradbury,Jody Mills,Arthur Ketch,Rowena MacLeod,Birthday Party,Happy Dean Winchester,Protective Sam Winchester,Protective Castiel,	17562707	Dean looked around the table and smiled. He hadn't wanted to celebrate his fortieth birthday – who the ever-loving-fuck would want to celebrate turning forty?! – but Sam had arranged a surprise party and Dean was kinda pleased he had. Dean had never even expected to live to forty.  His family and friends were gathered around the war room table, eating pizza, drinking beer and generally chilling. His mom was laughing at something Donna had said. Rowena, Charlie and Jody were in deep conversation. Bobby was teaching Jack how to play poker, aided by Ketch. Cas and Sam were seated next to him, watching him when they thought he wasn't looking.  'You okay, Dean?' Sam asked.  'Yeah, I'm great, thanks Sammy.' Dean grinned, because right now he was. He'd added a huge freaking padlock to the flimsy screwdriver holding Michael captive.  And of course, there were several birthday pies instead of cake.	Friends, Family, Pizza and Pie	150	Teen And Up Audiences	Dean didn't want to celebrate his 40th birthday but friends, family, pizza and pie made it special.	0	2019-01-27	0
192	136	11	No Archive Warnings Apply,M/M,Person of Interest (TV),Harold Finch/John Reese,Harold Finch,John Reese,Drabble,Kissing,Implied Sexual Content,Thunder and Lightning,	17562011	They stood in silhouette against the window watching the storm rage outside. Awakened when the storm began, they were drawn to the window like moths.  Their faces illuminated each time that lightning flashed.  The pause, afterwards, like an unfinished thought, brought silence until the inevitable thunder followed causing almost indiscernible vibrations in the apartment. They linked hands, drawing closer each time the thunder announced its presence until they were wrapped in each other arms. Their attention shifted as lips and tongues met. The stirrings of a different storm beginning. The storm, outside, forgotten as John and Harold returned to bed.	lightnin' in the air	100	Teen And Up Audiences		6	2019-01-27	0
193	34	3	No Archive Warnings Apply,F/M,M/M,Rogue One: A Star Wars Story (2016),Jyn Erso/Bodhi Rook,Implied Galen Erso/Bodhi Rook,Jyn Erso,Bodhi Rook,Sex Pollen,Drabble,	17561096	"Bodhi's skin burns.  Through the dust-hazy air, he sees Jyn. The curve of her bare back, her hand moving almost clinically, the closed-in curl of her shoulders. Her blaster by her side.  ""Hey,"" he chokes out. Shudders, remembering a powerful grip on his limbs.  Jyn stills, caution evidently battling with want. Then her shoulders relax, and she scrambles over, eyes closed. Like trust.  He cups Jyn's feverish face. When their foreheads press together, it's good. It's so good. But not as good as pulling back to meet her glassy gaze.  Bodhi could lose himself, here, now.  She has Galen's eyes."	Through the Haze	100	Teen And Up Audiences	Bodhi could lose himself, here, now.  Bodhi and Jyn fall under the influence, and it's... actually more sad than hot.	0	2019-01-27	0
194	165	13	No Archive Warnings Apply,M/M,Supernatural,Castiel/Dean Winchester,Castiel (Supernatural),Dean Winchester,Fluff,Comfort,Drabble,	17559980	Dean loves his family but he finds himself in need of a moment away during the holiday festivities. He quietly slips out of the room while Sam tells a story. Cas follows close behind. 'Is everything all right, Dean?' he asks once they're out of earshot from the others. He's searching Dean's eyes for assurance. 'I'm good. Just needed a breather is all,' he says plainly. Cas understands. Being around a lot of people can be overwhelming at times. He steps into Dean's space and wraps his arms around his waist. 'Is this okay?' he asks. 'Yeah,' Dean murmurs, reaching up and draping his arms around Cas' neck and then pulling him forward until they're flush, chest to chest. 'Thank you, Cas,' he whispers in Cas' ear. 'For what?' 'For being here when I need you,' Dean replies, drawing back to see Cas again. 'Of course, I'll always be with you,' Cas says like it's the easiest thing in the world for him. Dean chuckles and then kisses Cas softly under the twinkling lights Sam had insisted they put up inside. Holidays are better, Dean thinks, now that he spends them with Cas by his side.	Holiday Nerves	196	Teen And Up Audiences	Dean loves his family but he finds himself in need of a moment away during the holiday festivities. He quietly slips out of the room while Sam tells a story. Cas follows close behind.	1	2019-01-27	2
195	98	22	No Archive Warnings Apply,M/M,Teen Wolf (TV),Derek Hale &amp; Stiles Stilinski,Derek Hale,Stiles Stilinski,Drabble,Alternate Universe,Pre-Relationship,Sharing a Bed,	17556365	Derek loved pack bonding retreats, and the more rustic the setting the better. Primitive conditions pleased his inner wolf. Stiles had no inner wolf. He appreciated electricity, flush toilets. Their bed was minute. 'It's a full bed, Stiles.' 'You don't understand!' Stiles's voice screeched. 'You know how I.' He flailed his arms and wriggled his entire torso. Derek smiled, started peeling off his clothes, stopping at his boxer briefs. 'I'll just sleep outside,' Stiles said. 'Stiles, I promise not to make any indecent proposals just because we're sharing a bed.'  Well , Stiles reconsidered silently,  no reason to go  that  far.	Split Second Thoughts	100	Teen And Up Audiences	"The sterekdrabbles challenge for 01/25/19: 'minute, proposal, flush' I used ""minute"" not in the sense of ""a period of 60 seconds,"" but as in ""very small,"" (my-NOOT.)"	12	2019-01-26	0
196	102	11	No Archive Warnings Apply,F/M,Harry Potter - J. K. Rowling,Astoria Greengrass/Draco Malfoy,Astoria Greengrass,Draco Malfoy,Drabble,Community: draco100,Humor,	17553533	"""I assume I'll be making excuses for why you're not there,"" Astoria said. ""I want to keep my gobstones in their pouch, that's why."" Draco arched a brow at her. ""You can't avoid her forever. We're engaged. That's no excuse to skip her birthday party."" ""Why are you going?"" ""I was invited."" Astoria smiled, bright and cold as the diamond in her betrothal ring. ""She told me I was stupid for thinking you'd ever look my way. I find myself keen to show her just how fucking wrong she was."" Draco laughed. ""Fine, I'll go. This I have to see."""	Served Cold	100	Teen And Up Audiences	Attending a party out of spite.	0	2019-01-26	1
197	22	5	No Archive Warnings Apply,F/F,Spartacus Series (TV),Belesa/Saxa,Belesa (Spartacus),Saxa (Spartacus),	17553173	There were multiple other people in the large bath, but with Belesa behind her massaging her shoulders and whispering in her ear, Saxa felt they were the only two in the room. The wine glass she held nearly slipped out of her hand as Belesa found a knot near her shoulder blade and worked it out.     'Good?' Belesa whispered in her ear, lips pressing at the skin below for a quick kiss. Saxa nodded, unable to think of the words to express how she felt in common tongue and instead turned her head to kiss Belesa. Belesa returned the kiss. 'Should we retire to our room?'     Saxa chuckled and gestured towards some of the other couples. 'I do not think they mind.'     'Perhaps I do not wish to share you tonight,' Belesa said. 'And there are many things I would like to do with you.'     Saxa groaned softly as one of Belesa's hand moved down her front. She turned her head for another kiss. 'Let us retire.'	Let Us Retire	167	Teen And Up Audiences	"""Perhaps I do not wish to share you tonight."""	0	2019-01-26	0
198	332	44	Creator Chose Not To Use Archive Warnings,Gen,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien,TOLKIEN J. R. R. - Works &amp; Related Fandoms,Maedhros | Maitimo,Elrond Peredhel,Aftermath of Torture,	17552492	Maedhros looked in the mirror. The face that gazed back out seemed only half familiar. A new face matching new circumstances—he was disconcerted to feel a pang of regret, nevertheless…   ‘None,' agreed Maedhros.  ‘When I studied the healing arts, later, I wondered why yours had been so slow to heal—was it the way they were inflicted? Or perhaps you and your body did not wish to forget, entirely?'  ‘A bit of both. And I was never very far from Angband. Do you remember how palpable Morgoth's power became, by the end?'	A Face like Flawed Porcelain	100	Teen And Up Audiences	Maedhros looks in a mirror the first time after his rescue from Thangorodrim. Much later, after his death and re-embodiment, he meets Elrond again in Valinor and Elrond has a professional conversation with him.	13	2019-01-26	3
199	213	6	No Archive Warnings Apply,F/M,Marvel Cinematic Universe,The Avengers (Marvel Movies),Loki (Marvel)/Reader,Tony Stark,Thor (Marvel),Steve Rogers,Loki (Marvel),	17551217	"""Guys! It's snowing outside! "" you said happily, coming out of the elevator. Your arms were full of books, and your hairs were white of snow. ""We had seen it darling. But you must be freezing"" Loki said, coming toward you. He takes your books and put them on a table. You smiled at him: ""Don't worry Lokitty, I am perfectly covered. Those clothes are designed to be warm. I want to play in the snow! ' 'You know, you are worst than a child! ' Tony said. ""Shut up, you answered him. ' I do what I want! ' 'Okay Darling, Loki said, smiling at you. - We'll go. Just let us the time to dress up correctly"". The other Avengers nodded, everyone agreed. Everyone but Tony, that was grumbling on the couch, telling that he did not want to go outside and play like a child."	Imagine : Snow	142	Teen And Up Audiences	Imagine that it's snowing outside, and you want to play in the snow with the Avengers.	0	2019-01-26	0
200	12	1	Creator Chose Not To Use Archive Warnings,No Archive Warnings Apply,M/M,Star Trek: The Original Series,Star Trek: Alternate Original Series (Movies),Star Trek,James T. Kirk/Leonard &quot;Bones&quot; McCoy,James T. Kirk,Leonard &quot;Bones&quot; McCoy,Slash,Alternate Universe - Canon Divergence,One True Pairing,Fluff and Humor,Friends to Lovers,Spoilers,Masturbation in Bathroom,McKirk.,Quotes Added.,Missing Scene,	17684972	"Feeling the same spirit of enthusiasm...  ""What's wrong Jim?""  ""What the blazes are you doing Jim?""  ""Damn it Jim! That's my...oohh...ahh""  ""My God Jim I'm gonna' be givin' ya' all I got in me!""  ""Oohhh...Hmmm...Lordy Lordy...Oh yes...yes Jim...Arrgghh!""  ""Phew! I sure am feelin' it Jim. Ahem now then, your turn...to relax Jim boy...Doctors orders!""  ""What else Jim! Just let these legendary hands work their magic on you!""  Epilogue:  ""Bones, I believe there is something to be said for being thouroughly absorbed into one body!""  The End."	Many Happy Returns. (Of This Day.)	168	Mature	Based on TOS Episode: 22. Season 1. Return of the Archons. It's Festival Frenzy, and the Red-Hour-Reveler's are observed by Jim whilst the other's are apparantly sleeping soundly...	0	2019-02-06	0
201	82	3	Creator Chose Not To Use Archive Warnings,M/M,Harry Potter - J. K. Rowling,Sirius Black/Remus Lupin,Sirius Black,Remus Lupin,Full Moon,Established Relationship,wolfstar,Open to Interpretation,Drabble,	17680178	"Whining pitifully, Remus scrabbled and tore at his clothes, neck stretched toward the moon, enticing it to play. He looked elegant in the half-light, the rings around his eyes not so telling and the scars not so fresh.  He tore viscously at his clothes, nails digging into hot flesh. He ached to be touched.  Then he heard it. That, low, throaty whining. The heat in his stomach pooled intensely, coiling and twisting in his stomach with such an intense burn that he almost couldn't bear it. It was time.  With shaking fingers he pulled the door open.   ""Sirius-"" He breathed."	Moon-Drunk Monster	100	Mature	It's almost full moon and Remus is getting increasingly stressed. Almost...wolf-like.	0	2019-02-06	0
202	37	0	Creator Chose Not To Use Archive Warnings,M/M,Supernatural,Supernatural RPF,Dean Winchester/Sam Winchester,Dean Winchester/Castiel,Sam Winchester/Castiel,Dean Winchester,Sam Winchester,Castiel (Supernatural),Naomi (Supernatural),Charlie Bradbury,	17675396	"Castiel's P.O.V. . .      ""That son of a bitch got me good."" I held my hand over my left eye, which I could feel slowly swelling up.   ""Let me see,"" My brother Gabriel came over to me and moved my hand out of the way and examined my eye, ""eh, doesn't look to bad. We'll get some ice on it when we get home."" I sighed and got into the truck. ""You know-"" ""I already know what you're going to say and I don't want to hear it, okay? I'm tired and I just wanna go home and shower."" Gabe was silent for a moment.  ""I'm just sayin, kiddo. IN this line of business you have to be a little...aggressive and I know that's never been who you are but I care about you and I don't want to see you hurt. That's all I'm sayin."" I didn't respond. ""You know I love you, right?"""	To be determined	156	Mature		0	2019-02-06	0
203	20	7	No Archive Warnings Apply,F/F,Elder Scrolls V: Skyrim,Elder Scrolls,Astrid (Elder Scrolls)/Original Character(s),Astrid (Elder Scrolls),Original Female Breton Character(s),Femslash February,Femslash February 2019,Drabble,Knifeplay,Fear Play,Sensory Deprivation,	17668406	'It doesn't have to hurt, sweet thing,' Astrid cooed. Softly, almost soothingly, like she didn't have a knife pressed against Nadine's throat. 'Do as I say, and I don't have to use this.' The dagger's cold metal burned like a brand against Nadine's skin. She struggled to keep her breaths steady, to centre herself, sight obscured by the blindfold. She knew she was only ever one word away from safety, but it didn't stop her heart from pounding like a battledrum in her ears. 'First of all,' Astrid said, her voice liquid silk, 'you can tell me why you disobeyed.'	Sharp	100	Mature	It didn't matter how many times Nadine and Astrid played this game—it never felt any less sharp and deadly.	3	2019-02-05	0
204	73	11	No Archive Warnings Apply,M/M,Final Fantasy XV,Ignis Scientia/Cor Leonis,Ignis Scientia,Cor Leonis,Heart Flames,IgCor Week,Sin and Confession,in a roundabout way... I took some liberties with the words okay!?,marked,implied sex,background Prom Night,background Promtis,It&#39;s really short,Pillow Talk,	17667863	'Forgive me, for I have Sinned.' Cor's low voice intoned before he kissed the mark he'd left high on Ignis' throat. A muffled laugh was his reward, 'You're ridiculous.' 'You love me anyway.' He would never understand how he'd won over this incredible man. But seeing those happy, satisfied green eyes looking back up at him, made his heart  ache  with love. A wry smirk graced Ignis' face just before he spoke, 'I confess that I really, really do. I love you very much. Though, I'm not sure how I'm supposed to go over accounts with the King in the morning with this rather prominent souvenir.' He ran his fingers lightly over the mark on his neck, 'Noctis will heckle me over it all day long.' Cor snorted, 'I'm sure he'll have his own from another blonde we all know and love.' 'Quite.' Ignis chuckled and leaned up to slide his arms around Cor's neck and pull him back down for more kisses, 'A matter for the coming sun. I'm not done with you yet this night, my Immortal.' Cor made a pleased sound and dove back in for more.	Pillow Talk	190	Mature	Cor and Ignis have a small 'conversation'.	2	2019-02-05	0
205	18	0	Creator Chose Not To Use Archive Warnings,F/M,Avatar: The Last Airbender,Toph Beifong,Aang (Avatar),	17645498	toph  I see you aang what do you mean your pant have a Bugle  in there aang look down to see his election sticking out in his pant let me help you with that aang toph pull down his pant aang election sprang up to 10 inch damn your cock is huge aang let me stroke it for you toph begin to stroke aang cock slowly then pick up the pace stroking his cock faster as fuck toph that feel good aang said to in pleasure I about to cum do it toph said aang begin  to cum  like a water  fountain after he was finished cumming toph begin to grind on his erection twerking her big booty up and down his shaft  toph then give up  aang body and walk away  while aang was smiling having feeling the best pleasure he ever felt in his life	toph give aang the best pleasure	147	Mature		0	2019-02-03	0
