entry	HITS	KUDOS	TAGS	ID_NUMBER	TEXT	TITLE	WORDCOUNT	MAINTAG	SUMMARY	COMMENTS	DATE	BOOKMARKS
60	7	0	No Archive Warnings Apply,F/F,F/M,M/M,Multi,僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia,Requests,	17910209	Welcome to Scatter's Requests and Prompts!  Here are some things I don't enjoy writing:  -Heterosexual Pairings And Sex -Alpha/Beta/Omega Dynamics -Something too Angsty -Vomiting -Foot Fetishes -Child Friendly Content -Pairings I find Overrated -Crossovers  These are the ones I currently can think of, if there are more, I will add them or decline on your request.  Some things I will do:  -BDSM (Heavy and Light) -Omorashi, Omutsu, Watersports, And Soiling -Light fat kink, but not too overboard -Gay And Lesbian pairings -Rimming &amp; Facesitting -Futanari -Blood And Gore -Anything I've written before  -Sex Toys  -Electrocution (Lookinh at you Denki) -Sounding   There are obviously tons more of things I'll do, but this is just a general rundown of things that people would be curious over.  How to request Example:  -Pairing(S) -Kinks or no kinks -Character location -Decribe your request  How to give me a Writing Prompt:  Writing prompt: Example  If you ever have any questions, just ask me in the comments and I'll be sure to respond very quickly!	MHA Writing Prompts and Requests	170	Explicit	Give me a request, and I'll write it! But I have some things to say that I don't write! But I write most things. Enjoy!~	1	2019-02-24	0
61	103	4	Major Character Death,F/M,Legacies (TV 2018),Landon Kirby/Hope Mikaelson,Landon Kirby,Hope Mikaelson,Alaric Saltzman,Josie Saltzman,Lizzie Saltzman,Dorian Williams,Emma Tig,Original Male Character(s),	17902109	"Victor POV  ""Why in the hell did I make this place?"" The same question I ask myself every dreary day in this bottomless pit of despair the constant aching pain never ceases. It did for a little while once before.  Seylah. She was the highlighter to my pencil. I made this place and she made it brighter. Not at first though. In the began the only chemistry we had was the same as a damp rag (more like hag) and a wet mop (more like flop).  I suppose if you want to know the full story I should start from the very beginning. The beginning of Malivore and how you came to be its Prince."	The Prince	115	Explicit	Landon's past, present...	0	2019-02-24	0
62	9	0	Graphic Depictions Of Violence,Rape/Non-Con,Major Character Death,M/M,OC - Fandom,OC/OC,	17900840	FOR HIM —	FOR HIM.	113	Explicit	Sometimes you love those who hurt you the most.	0	2019-02-24	0
63	458	29	Creator Chose Not To Use Archive Warnings,M/M,Multi,Team Fortress 2,Sniper/Spy (Team Fortress 2),Scout/Sniper (Team Fortress 2),Sniper (Team Fortress 2),Scout (Team Fortress 2),Spy (Team Fortress 2),Bondage,stuck in wall,Cock Rings,Vibrators,Tickling,Non-Consensual Tickling,cock teasing,Gags,Edging,Orgasm Delay/Denial,Overstimulation,	17891105	Sniper is pinned between two thick walls that hold him firmly in place.  His wrists are bound and there's a bridle gag firmly in place.  The only openings in this claustrophobic prison are for his cock and his feet.  His bound wrists are tied to the wall behind him. The big toe on each foot is pulled back tight and secured to his padded ankle cuffs. That cock ring is attached to the outer wall, meaning Sniper can't pull his hips back AT ALL.  And Spy is a sadistic, cock-teasing motherfucker who has clearly been at work already.  Scout is just getting his jollies digging into those exposed soles and dragging his blunt nails over Sniper's heels and toes.  He likes the desperate wiggling the best, but the muffled screaming he hears is almost as good.  He might just drop his pants, lube up and fuck the space between Sniper's feet, but he wants to enjoy this by itself for a while. An added bonus to Sniper's torture is that Spy and Scout can't see or hear each other, so their attacks on him are random and uncoordinated, making it even more unbearable.	Sniper's Torment	193	Explicit	(FANART) Spy and Scout get off on torturing poor Sniper (not SpyScout if you were wondering)	6	2019-02-23	0
64	35	6	Creator Chose Not To Use Archive Warnings,M/M,Eddsworld - All Media Types,Edd/Eduardo (Eddsworld),Edd (Eddsworld),Eduardo (Eddsworld),Mpreg,i used slant rhyme like once,sue me,	17888060	There once was a man named Eddy  With a boyfriend going quite steady  So they did what men do  When they're ready for two   To be three, now throw some confetti      Eduardo was going into heat   Edd, also in rut, thought that was neat   So they took off their pants   Sang curses like chants   And fucked until both were complete      With hard thrusts and wanton moan   Edd and Eddy both came with a groan   Edd forgot to pull out   Eddy noted with a shout   What had come next who could have known      A trip to the doctor would sustain   A truth that made all color drain   From Edd and Eddy's face   And another place   Eddy put Edd in a world of pain      Several long months had gone past   With Eduardo conceiving through ass   The final day came due   To the ER they flew   Eddy saying some things quite crass      Eduardo was having a butt baby   A bit far-fetched, some might say maybe   Defying natural law   Edd won't say what he saw   And now somewhat proud parents they be	Foreboding	178	Explicit	Edd and Eduardo have an issue	5	2019-02-22	0
65	44	1	Creator Chose Not To Use Archive Warnings,F/F,F/M,Multi,The Magicians (TV),Supernatural,Those People (2015),Quentin Coldwater/The Monster/Margo Hanson,Sebastian/Alice Quinn,Poppy Kline/Charlie Bradbury,William &quot;Penny&quot; Adiyodi/Kady Orloff-Diaz,Quentin Coldwater,The Monster (The Magicians),Margo Hanson,Sebastian (Those People),Alice Quinn,Poppy Kline,Charlie Bradbury,William &quot;Penny&quot; Adiyodi,Kady Orloff-Diaz,	17884373	¨Our greatest glory is not in never falling, but in rising every time we fall.¨ - Confucius  Quentin woke up, feeling his usual depression. He remembered the fact that his father died of magic cancer. Then he looked over and saw Eliot and Margo in his bed. He also remembered that Eliot was still The Monster. ¨Oh fuck, I screwed The Monster.¨ this awoke Margo and the Monster. Then they heard what sounded like two Poppys having sex. They went into the next room and saw Poppy fucking another Poppy. They heard some more moaning in the other room. Penny and Kady were floating and fucking again. They heard Quentin and Alice in the other room, but Quentin was in the hallway with the others. They peeked and a second Quentin was fucking Alice.  Then they all had an orgy. Other Poppy's name was Charlie. Other Quentin's name was Sebastian.  The End	ś	151	Explicit		1	2019-02-22	0
66	354	15	Rape/Non-Con,Multi,Captain America (Movies),James &quot;Bucky&quot; Barnes/Steve Rogers,James &quot;Bucky&quot; Barnes,Steve Rogers,Howling Commandos,Gabe Jones,	17853197	"Each morning he sees Ruby check on her little plant, brushing her fingers across the tiny leaves and one unfurling bud, watering it from a drinking glass, humming over it with sunlight on her face.  Ruby's Rose    As his uppercut jars a surprised grunt out of Flat Face, big fingers startling loose, Steve assures his conscience that at least he can tell Sergeant Barnes he didn't throw the first punch.  Turn Them Out of Service    Steve smiles against Gabe's shoulder, and realizes he's got one more thing to say, before Gabe conks out, while it's still his birthday. ""Of all the things I thought I'd find out here,"" Steve murmurs, ""I didn't expect a friend. Thanks, Gabe.""  Strip His Sleeve    ""You're mine,"" he murmurs, and the quiet words hit Steve so deep he moans in the back of his battered throat. ""You're my auxiliary, you're one of my guys, you're mine and I'm here to get you.""  Save Thou Thy Labor     ""Who said anything about have to?"" His eyes gleam from beneath his heavy lids, distant streetlight glinting off those long fair lashes. "" 'm off the clock.""   On the Vigil"	[4F Book] Art for Rubynye's 4F fics	190	Explicit	Some illustrations I did for Rubynye's 4F fics when making the 4F Book.	3	2019-02-19	1
67	71	9	Major Character Death,Other,Final Fantasy XV,kenny crow/dan,Kenny Crow,Me,gOd fuck my work alarm scared the shit out of me,ko asked me about the sequel,so eat this you gremlins,this is crack btw,Crack,yeah we gay keep scrollin,	17853152	"dan comes in the house and exclaims louder than that one time baby luna said the fuck word  ""kenny crow!!"" dan, a me,yells, ""youve been cheating on me!""  kenny crow pushes ?? hmm idk who would be riding kenny crows dick on a wednesday 3pm evening?  Mr Ignis Hentai Scientia of course, (duh)???  kenny shoots his load in surprise andthe shoot was so strong, it makes ignis fly into space, t  Thats relaly gross wLAIWJSNZBDND OK anwyas, yo did yall check out episode ardyn??? How eXCITED ARE YALL???  IM EXCITED. ARDYN FUCKS. SOMNUS FUCKS. VERSTAEL *CLAPS* FUCKS! aera also fucks but she fucks classy as fuck like with holy florence and hozier music in the background you know? Also Ifrit???? iFRIT FUCKS. im really excited yall wow.  kenny crow takes a frying pan and knocks dan out, like god i wish that was me, let me sleep please  Critics:sequels are always a hit or miss and this one???? mMMMMM A HISS  Anither one: please im begging you, let me out  Anwyas gladio voice my life is in shambles and i wanna go home."	are u fucking me, mr kenny crow???	185	Explicit	gladio says fuck terfs!!	3	2019-02-19	1
68	466	26	No Archive Warnings Apply,F/F,RWBY,Blake Belladonna/Yang Xiao Long,Blake Belladonna,Yang Xiao Long,bloap,yoap,I&#39;m so sorry,	17848043	'I'll protect you,' Blake says, grabbing Yang's hand.     'What?' Yang frowns, pulling her hand back. She can't believe Blake doesn't understand what she needs...     'From germs!' Blake added quickly. 'I'll protect you from germs!'     '...what?'     'I will wash the germs away.'   Bloap is light in Yang's hand.     She runs her under the water, falling like raindrops onto Bloap's surface, lavender scent filling the shower. Just what she needs after a long day of travel.     'I love you, Bloap,' says Yang. Four bubbles pop on Bloap's surface in quick succession.   I love you too.       Yang begins to wash. Bloap's suds is soft on her skin. It is, perhaps, the best feeling she has ever felt. Such a closeness she could never even have imagined before Bloap.     When she finishes washing, she raises Bloap to eye-level. 'Now,' she says, 'it's my turn.'   Yoap is light in Blake's hand, the fresh scent of citrus permeating the air. Blake begins to wash.     Bloap's not protecting Yoap from germs, and Yoap's not protecting Bloap.     They're protecting each other.	The Bloap/Yoap Fic	173	Explicit	May this fic wash away yore and yilk, forever and ever amen	16	2019-02-19	0
69	666	11	No Archive Warnings Apply,F/F,Other,RWBY,Blake Belladonna/Yang Xiao Long,Blake Belladonna,Yang Xiao Long,Enemas,I&#39;m Sorry,I&#39;m Bad At Tagging,	17840060	"Blake stood in front of the bathroom sink, prepping the enema bag. ""Are you sure you want to do this?"""	The yilk fic	155	Explicit	After a tragic accident, Yang gets turned into a glass of milk. Blake decides there's only one thing to do	19	2019-02-18	0
70	84	5	Creator Chose Not To Use Archive Warnings,Other,American Horror Story: Apocalypse,Wilhemina Venable,Dildos,Female Solo,Slut Shaming,Bedroom Sex,Masturbation,Sex Toys,Vaginal Sex,Rough Sex,Rough Oral Sex,	17830409	It was one in the morning but Miss Venable was wide awake, all that could be heard were the loud squeaks that were coming from the bed as she rocked back and forth on it, she looked like a slut. A filthy, pathetic slut. She had her legs spread as wide apart as they could go while she worked her hand as fast and as hard as she could. The vulgar sounds of her own wetness slapping against the purple dildo as she shoved it in and out of her entrance only seemed to work the redhead up even more, not to mention how the toy stretched her every time it was fully in.	Purple Is Just Miss Venable's Thing	114	Explicit	Just a short little thing, I'm not sure if I'm gonna add any more but I'll post it here for now	2	2019-02-17	0
71	177	6	No Archive Warnings Apply,M/M,ジョジョの奇妙な冒険 | JoJo no Kimyou na Bouken | JoJo&#39;s Bizarre Adventure,Joseph Joestar/Wamuu | Wham,Joseph Joestar,Wamuu | Wham,oldseph - Character,Size Kink,Blow Jobs,Large Cock,Blood As Lube,Anal Sex,	17816177	"A/N: I need more Oldseph/Wamuu fanfictions  The sounds in a bedroom was silence but sounds of wet noises.  ""Mm, JoJo…""  ""JUST CALL ME JOSEPH! Your dick is so big!""  ""Oh. Okay Joseph.""  Wamuu had notice Joseph's changes, he Joseph saying about he gets better with age similar to a fine wine, Wamuu had wondered if his other skills had improved. Now Joseph had some trouble with sucking Wamuu's penis due to the fact it's big, so Joseph had to suck the head of Wamuu's dick with his right hand stroking the base of the pillar man's cock, Wamuu seem to enjoy it, cheeks dusted red as he watch Joseph lick and suck on his cock.  ""Enough."" Wamuu had spoke, grabbing the nape of Joseph's neck and pulled him away from his dick, a trail of saliva was still connected to his dick, ""Geez."" Joseph had begun, ""You could- KYAH!"" Joseph nearly scream when Wamuu stick a slick finger inside of Joseph's hole, the scream turned into a low moan when Wamuu's fingers hit his prostate.  One turned into two, Joseph had begun to drool"	Ghost of your past	186	Explicit	Some ghosts would leave but others don't just die. When an old enemy comes back for Joseph, Joseph changed dramatically, had his other skills improve?	0	2019-02-16	0
72	129	5	No Archive Warnings Apply,M/M,Multi,Voltron: Legendary Defender,Curtis/Keith/Shiro (Voltron),Keith (Voltron),Shiro (Voltron),Curtis (Voltron),Threesome - M/M/M,Fucking,Honeymoon,Weddings,Wedding Night,Shiro has two hands,Catboys &amp; Catgirls,Keith&#39;s Galra Dick,Interspecies Sex,Sticky Sheets,protest fic,Fix-It,Dear Dreamworks Stop Cockblocking Us,Show us the porno,Polygamy,	17813645	"While Shiro and Curtis kissed before cheering crowds, Keith stood way in the background with a lewd grin and a ring on his finger. Also a huge boner. After the wild party dwindled, Shiro and Curtis brought their third groom to the honeymoon suite.  ""Fuck the law, I'm the goddamn captain of the Atlas, I can marry as many dudes as I want,"" Shiro said. ""You two better fuck me until I'm sore.""  ""Wouldn't have it any other way,  captain, "" Curtis said with a grin. Keith stripped naked and went Galra, complete with spiny cock and cute little fangs.  ""Hope you like it ribbed for your pleasure, boys.""  And they fucked wildly, all night long, with lots of fingering and blowjobs and ball-sucking and creampie and grinding and Keith's amazing spiny Galra dick. They took turns bottoming, but Shiro was on the bottom the most cause we all know he likes being spoiled. The sheets were soaked with cum and totally sticky by the time they were finished and they slept in the sticky mess because who the fuck can think about changing sheets after you're had the best fuck of your life?"	The Real Wedding Aftermath	193	Explicit	This is what actually happened, but it was too hot for a kids' show.	0	2019-02-16	1
73	68	0	Creator Chose Not To Use Archive Warnings,M/M,Love Simon (2018),Josh Duhamel,Nick Robinson,Love Simon References,	17810414	"Now that Love Simon has finally wrapped... After everyone has said their heartfelt goodbyes... Josh decided to go ahead and ask Nick if he would like to spend the weekend at his lodge in Maine.   ""Oh... Wow..."" , uttered, Nick. ""I'll have to check my schedule...""   "" I'll understand, if you've got other plans... "", says Josh, quietly.   Nick quickly scrolls through his calendar on his phone. ""Oh, wow...""   ""It's, okay Nick. You don't have to...""   ""Oh, no, no, no,"" , interrupts Nick. ""Actually, I am free this weekend."" Which is, of course, a lie. But how many chances is he going to get to spend alone with Josh. Nick had been lusting over his on screen Dad since the first read through."	Behind the scenes	119	Explicit	"Nick Robinson and Josh Duhamel played father and son in "" Love Simon"". After the filming wrapped, Josh invited Nick to hang with him for the weekend at his hideaway lodge."	0	2019-02-16	0
74	178	10	Creator Chose Not To Use Archive Warnings,M/M,Overwatch (Video Game),Reaper | Gabriel Reyes/Hanzo Shimada,Reaper | Gabriel Reyes,Hanzo Shimada,ABO,Heats,Knotting,Bottom Hanzo,omega hanzo,alpha reaper,Alpha Reaper | Gabriel Reyes,	17807207	Reaper materializes behind his omega, running the back of a claw down his spine.              'I see you've been missing me,' he growls, making Hanzo tremble. Hanzo nods quickly, looking back at him.              'I have. Please.'  Reaper thumbs his finger over Hanzo's hole, nodding approvingly when it comes back slick.              'Already presented for me and everything. How did you know I would be the one to come, and not someone else?'  Hanzo pants, whining.  'You always come on my heat.'              'I come off your heat too.' Reaper removes his gloves, pressing two fingers into him slowly. Hanzo shudders, reaching back to spread his cheeks for him.              'Fuck me, please.'              'Working on it, dragon.' Reaper pulls his cock out, stroking it to hardness as he watches slick drip from Hanzo's hole. He presses in, pulling Hanzo back onto his cock. He fucks him fast. Hanzo comes twice in a row almost immediately, screaming into the pillow. Reaper fucks his knot in and out of him until it swells. He fucks in hard, knotting him. Hanzo sobs into the pillow, clenching around Reaper's knot. Reaper strokes a hand down Hanzo's back.              'Satisfied?'              'Mmm. For now.'              'We have your entire heat, love.'	Blackberry Dragon	198	Explicit	A very short ficlet for my valentine	1	2019-02-16	0
75	72	2	Graphic Depictions Of Violence,Underage,Multi,방탄소년단 | Bangtan Boys | BTS,SEVENTEEN (Band),Monsta X (Band),GOT7,BTOB,NCT (Band),B.A.P,Block B,EXO (Band),Stray Kids (Band),Seo Youngho | Johnny/Original Female Character(s),Seo Youngho | Johnny,Lee Taeyong,Jung Yoonoh | Jaehyun,Chittaphon Leechaiyapornkul | Ten,Moon Taeil,Nakamoto Yuta,Qian Kun,Kim Dongyoung | Doyoung,Dong Si Cheng | WinWin,Kim Jungwoo (NCT),Wong Yuk Hei | Lucas,Mark Lee (NCT),Huang Ren Jun,Lee Jeno,Lee Donghyuck | Haechan,Na Jaemin,Zhong Chen Le,Park Jisung (NCT),Son Hyunwoo | Shownu,Yoo Kihyun,Lee Minhyuk (Monsta X),Shin Hoseok | Wonho,Chae Hyungwon,Lee Jooheon,Im Changkyun | I.M,Im Jaebum | JB,Park Jinyoung | Jr.,Mark Tuan,Jackson Wang,Kunpimook Bhuwakul | BamBam,Choi Youngjae,Kim Yugyeom,Seo Eunkwang,Lee Minhyuk (BTOB),Lee Changsub,Lim Hyunsik,Shin Donggeun | Peniel,Yook Sungjae,Bang Yongguk,Kim Himchan,Jung Daehyun,Yoo Youngjae,Moon Jongup,Choi Junhong | Zelo,Lee Taeil,Park Kyung,Lee Minhyuk | B-Bomb,Kim Yukwon | U-Kwon,Ahn Jaehyo,Woo Jiho | Zico,Pyo Jihoon | P.O.,Kim Minseok | Xiumin,Kim Junmyeon | Suho,Park Chanyeol,Byun Baekhyun,Kim Jongin | Kai,Oh Sehun,Kim Jongdae | Chen,Do Kyungsoo | D.O,Zhang Yi Xing | Lay,Wu Yi Fan | Kris,Huang Zi Tao | Z.Tao,Lu Han,Bang Chan,Kim Woojin,Lee Minho | Lee Know,Seo Changbin,Han Jisung | Han,Hwang Hyunjin,Kim Seungmin,Yang Jeongin | I.N,Lee Felix (Stray Kids),Choi Seungcheol | S.Coups,Yoon Jeonghan,Hong Jisoo | Joshua,Kim Mingyu,Lee Seokmin | DK,Jeon Wonwoo,Chwe Hansol | Vernon,Boo Seungkwan,Lee Chan | Dino,Lee Jihoon | Woozi,Wen Jun Hui | Jun,Xu Ming Hao | The8,Kwon Soonyoung | Hoshi,Kim Namjoon | RM,Kim Seokjin | Jin,Jung Hoseok | J-Hope,Min Yoongi | Suga,Park Jimin (BTS),Kim Taehyung | V,Jeon Jungkook,Heavy Angst,Self-Hatred,Hurt/Comfort,Hurt No Comfort,Other Additional Tags to Be Added,Alpha/Beta/Omega Dynamics,	17765309	"""Hello! Let me introduce myself.. My name is Lio and I'm the owner of this shelter, where as you can see.. I'm taking care of many abused and neglected Hybrids."" said the woman in her teen age.     ""You can look around you, where there are many Hybrids roaming around freely   around me. Usually, if there somebody coming here, I'll just chased them away with my Lovely Hybrids."" said Lio while embracing the Tiger-Hybrid with  a collar that was inside of there engraved with 'Johnny' on its metal slate.  Then the woman release Johnny from her embrace while stroking Johnny's hair lovingly, with Johnny purred at Lio's touch.     ""But, for you, I'll just make an exception and will tell you, story of my dear Hybrids in exchange for your company."" said Lio with cheery expression.   The teenager named Lio then take a seat with Johnny sitting beside her. Then put her index finger on her lips, to signaling for Johnny to stay quiet while she told the story.     ""Well? Who's story do you want to hear first?"" said Lio with a smile.     You can choose anyone from the Group"	Le Noir	188	Explicit	A shelter called Le Noir, where it's owned by a woman in her teen age named Lio. In Le Noir you can hear a story about Kpop Idols as Hybrid	2	2019-02-13	0
76	191	12	Creator Chose Not To Use Archive Warnings,F/M,M/M,Other,Undertale (Video Game),Papyrus (Undertale)/Reader,Reader,Papyrus (Undertale),i honestly don&#39;t even know what this is,I literally wrote this during class where we were supposed to be on auto pilot while writing,Luckily we didn&#39;t have to read it to the class,cause fuck,I wrote fucking soul sex,Soul Sex,Which papyrus you ask?,I was thinking of stretch but like,This could literally describe almost every papyrus,so fuck man,idk - Freeform,This was from last week,been meaning to post this here,	17760566	Orange liquid flowed through my fingers, letting it fall and stain the pristine white sheets. I held his soul within my small hands,I didn't want to let him go. He holds me just as closely. He's warm. I could hear his raspy voice gently whispering in my ear. I could not understand him, the only words I could comprehend was:  'I love you.'  I couldn't tell if it was true or not at this point. I held his soul tighter. He quivers. Breath becoming heavier. The room was dark. The only thing that lit up the dark place was his orange soul. Illuminating both our faces. His face was orange too, but not from the glow. I placed my lips onto his soul. He shivers. I want to see it again, so I repeated my action. He grips the back of my clothes.	Fuck if I know	144	Explicit	I wrote this for ten minutes during class and it will never be finished.	0	2019-02-13	1
77	152	13	Graphic Depictions Of Violence,Major Character Death,M/M,Other,SEVENTEEN (Band),Kim Mingyu/Xu Ming Hao | The8,Xu Ming Hao | The8,Kim Mingyu,Suicide,Suicide Attempt,Suicidal Thoughts,Self-Harm,Self-Hatred,Character Death,Death,Mutilation,	17752067	"""Hey, baby. I'm sorry I couldn't make it in time. I miss you so much and I'm so sorry...""  Minghao closed his eyes, putting 5 pills on his tongue. One by one, they disappeared inside his throat.  ""I had this awesome dream and you looked like a fucking angel. We were dancing inside this, umm- like a castle, something like that""  The dark-haired boy repeated his steps three more times, now holding a knife against his own neck. The pills just weren't enough, he needed to feel something. He sat on the ground, facing himself on the mirror.  ""Anyway, I hope you're feeling better already and don't forget our lunch tomorrow. Can't wait to see you...""  He pressed the blade against the fragile skin, feeling his blood boiling while it dripped down his chest. Harder, harder. Minghao choked on his own blood, breathing sharply. The boy then closed his eyes, waiting for the end.  ""I miss you so much... I wanna hug you so tight and kiss your whole face, I--""  ""I l-love you, Ming- cof! Mingyu...""  ""I love you lots baby. See you at 12. Bye!""  ----"	been through hell	187	Explicit	Mingyu's audio was still playing on Minghao's phone as he swallowed the pills, as if the older one's voice was the only thing that could save him.	0	2019-02-12	0
78	74	5	No Archive Warnings Apply,F/M,La Barbe bleue | Bluebeard - Charles Perrault,Fairy Tales &amp; Related Fandoms,La Barbe Bleue | Bluebeard/Original Female Character(s),La Barbe bleue | Bluebeard,Original Female Character(s),Rough Sex,Angst,Unhealthy Relationships,Double Drabble,100 Fandoms Challenge,	17747021	He likes fucking her against the door.  He likes holding one of her wrists in an iron tight grip above her head while forcing the other to hold the doorknob to this room he's forbidden her to ever go into. His cock fucks her roughly from behind, he pants like a rabid animal in her ear and sinks his teeth into the skin of her neck so hard she thinks he means to draw blood, and for the entire time her hands must remain in place or he'll stop and make her put them back, his own hand such a crushing, white knuckled thing on top of her own on the doorknob that she doesn't know if he's trying to stop her from turning the knob or trying to make her do it instead.  Because sometimes it's like he doesn't just  expect  her to break her promise to not go into the room, it's like he  wants  her to do it and every day she doesn't is some kind of foreplay – her teasing him, drawing out his frenzy, until the moment of climax.  Until the moment she turns the knob, enters, and becomes yet another of Bluebeard's forsaken, nameless wives.	safe in his hands	200	Explicit	He likes fucking her against the door.	0	2019-02-11	1
